ID,Nombre,Edad,Salario,FechaIngreso,AñosEmpresa,Departamento_Marketing,Departamento_RRHH,Departamento_Ventas,RangoEdad_Adulto,RangoEdad_Senior,RangoSalario_Medio,RangoSalario_Alto,Edad_scaled,Salario_scaled
24,Cliente_24,41.0,132235.0,2020-01-24,6.275154004106776,True,False,False,True,False,False,True,-0.5111866382285736,1.325216109719603
25,Cliente_25,61.0,89163.0,2020-01-25,6.272416153319644,True,False,False,False,True,True,False,0.6423502200879098,0.12231354181732419
26,Cliente_26,47.0,45939.0,2020-01-26,6.269678302532512,True,False,False,True,False,False,False,-0.1651255807336286,-1.0848340388617272
27,Cliente_27,55.0,68925.0,2020-01-27,6.26694045174538,False,True,False,False,True,False,False,0.2962891625929648,-0.4428875672374287
28,Cliente_28,19.0,62941.0,2020-01-28,6.264202600958248,False,True,False,False,False,False,False,-1.7800771823767054,-0.6100070176072104
29,Cliente_29,77.0,83023.5,2020-01-29,6.261464750171116,False,False,True,False,True,True,False,1.5651797067410964,-0.04914866833395833
30,Cliente_30,38.0,38047.0,2020-01-30,6.2587268993839835,True,False,False,True,False,False,False,-0.6842171669760461,-1.3052395706662587
31,Cliente_31,50.0,46105.0,2020-01-31,6.2559890485968515,False,False,True,True,False,False,False,0.007904948013843914,-1.0801980380660414
32,Cliente_32,29.0,95766.0,2020-02-01,6.253251197809719,True,False,False,False,False,True,False,-1.2033087532184636,0.30672024816619925
33,Cliente_33,75.0,78383.5,2020-02-02,6.250513347022587,True,False,False,False,True,True,False,1.4498260209094482,-0.17873326888806712
34,Cliente_34,51.0,41976.0,2020-02-03,6.247775496235455,False,True,False,False,True,False,False,0.06558179092966808,-1.1955115759298163
35,Cliente_35,78.0,64262.0,2020-02-04,6.245037645448323,False,True,False,False,True,False,False,1.6228565496569207,-0.5731145052511808
36,Cliente_36,61.0,145117.0,2020-02-05,6.242299794661191,False,False,False,False,True,False,True,0.6423502200879098,1.684980942551075
37,Cliente_37,42.0,43776.0,2020-02-06,6.239561943874059,False,True,False,True,False,False,False,-0.45350979531274943,-1.1452416877838256
38,Cliente_38,66.0,50080.0,2020-02-07,6.236824093086927,False,False,False,False,True,False,False,0.9307344346670307,-0.9691853684103124
39,Cliente_39,44.0,101734.0,2020-02-08,6.234086242299795,False,False,False,True,False,True,False,-0.3381561094811011,0.4733928550857944
40,Cliente_40,76.0,86842.0,2020-02-09,6.231348391512663,False,False,False,False,True,True,False,1.5075028638252723,0.05749331382463314
41,Cliente_41,59.0,81373.0,2020-02-10,6.228610540725531,False,False,False,False,True,True,False,0.5269965342562615,-0.09524336299226793
42,Cliente_42,45.0,26776.0,2020-02-11,6.225872689938399,False,False,False,True,False,False,False,-0.28047926656527694,-1.620012853607069
43,Cliente_43,77.0,112787.0,2020-02-12,6.223134839151267,False,False,True,False,True,False,True,1.5651797067410964,0.7820778960178125
44,Cliente_44,33.0,147948.0,2020-02-13,6.220396988364135,False,True,False,True,False,False,True,-0.972601381555167,1.7640443055184631
45,Cliente_45,32.0,75016.0,2020-02-14,6.217659137577002,False,False,False,True,False,True,False,-1.0302782244709912,-0.2727798512945243
46,Cliente_46,79.0,29474.0,2020-02-15,6.2149212867898695,True,False,False,False,True,False,False,1.6805333925727448,-1.5446638768193568
47,Cliente_47,79.0,76250.0,2020-02-16,6.2121834360027375,False,True,False,False,True,True,False,1.6805333925727448,-0.23831705019888416
48,Cliente_48,51.0,78053.0,2020-02-17,6.209445585215605,False,True,False,False,True,True,False,0.06558179092966808,-0.1879633789059837
49,Cliente_49,79.0,41959.0,2020-02-18,6.206707734428473,False,False,False,False,True,False,False,1.6805333925727448,-1.1959863470956393
50,Cliente_50,68.0,25530.0,2020-02-19,6.203969883641341,False,False,True,False,True,False,False,1.046088120498679,-1.6548107872903492
51,Cliente_51,61.0,114856.0,2020-02-20,6.201232032854209,False,False,False,False,True,False,True,0.6423502200879098,0.8398603396700649
52,Cliente_52,72.0,139101.0,2020-02-21,6.198494182067077,False,False,True,False,True,False,True,1.2767954921619757,1.5169678052809201
53,Cliente_53,69.0,23748.0,2020-02-22,6.195756331279945,True,False,False,False,True,False,False,1.103764963414503,-1.7045779765548799
54,Cliente_54,74.0,117504.0,2020-02-23,6.193018480492813,False,True,False,False,True,False,True,1.392149177993624,0.9138129306759443
55,Cliente_55,20.0,118098.0,2020-02-24,6.190280629705681,True,False,False,False,False,False,True,-1.7224003394608811,0.9304019937641211
56,Cliente_56,54.0,33545.0,2020-02-25,6.187542778918549,False,False,True,False,True,False,False,0.23861231967714058,-1.4309701464625082
57,Cliente_57,68.0,147659.0,2020-02-26,6.184804928131417,False,False,True,False,True,False,True,1.046088120498679,1.7559731956994682
58,Cliente_58,51.0,86199.0,2020-02-27,6.182067077344285,True,False,False,False,True,True,False,0.06558179092966808,0.039535792670259876
59,Cliente_59,38.0,54766.0,2020-02-28,6.179329226557153,False,False,True,True,False,False,False,-0.6842171669760461,-0.8383160929369172
60,Cliente_60,26.0,93530.0,2020-02-29,6.176591375770021,True,False,False,False,False,True,False,-1.3763392819659361,0.24427387600262443
61,Cliente_61,56.0,113557.0,2020-03-01,6.1738535249828885,False,True,False,False,True,False,True,0.35396600550878893,0.8035822370580418
62,Cliente_62,51.0,81087.0,2020-03-02,6.1711156741957565,True,False,False,False,True,True,False,0.06558179092966808,-0.10323068966435309
63,Cliente_63,51.0,115839.0,2020-03-03,6.168377823408624,False,True,False,False,True,False,True,0.06558179092966808,0.867313284140903
64,Cliente_64,42.0,136183.0,2020-03-04,6.165639972621492,True,False,False,True,False,False,True,-0.45350979531274943,1.4354747310531422
65,Cliente_65,77.0,88840.0,2020-03-05,6.16290212183436,False,False,True,False,True,True,False,1.5651797067410964,0.11329288966668256
66,Cliente_66,31.0,138451.0,2020-03-06,6.160164271047228,True,False,False,True,False,False,True,-1.0879550673868152,1.49881479011709
67,Cliente_67,67.0,74384.0,2020-03-07,6.157426420260096,False,False,True,False,True,True,False,0.9884112775828547,-0.29043016757689427
68,Cliente_68,75.0,71005.0,2020-03-08,6.154688569472964,True,False,False,False,True,False,False,1.4498260209094482,-0.3847979187131731
69,Cliente_69,26.0,78383.5,2020-03-09,6.151950718685832,True,False,False,False,False,True,False,-1.3763392819659361,-0.17873326888806712
70,Cliente_70,43.0,59353.0,2020-03-10,6.1492128678987,False,False,False,True,False,False,False,-0.3958329523969253,-0.7102116613115514
71,Cliente_71,70.0,82003.0,2020-03-11,6.146475017111568,False,False,True,False,True,True,False,1.1614418063303273,-0.07764890214117126
72,Cliente_72,19.0,103211.0,2020-03-12,6.143737166324435,False,False,False,False,False,False,True,-1.7800771823767054,0.5146420910811432
73,Cliente_73,37.0,72733.0,2020-03-13,6.140999315537303,False,False,True,True,False,True,False,-0.7418940098918703,-0.3365388260930222
74,Cliente_74,45.0,85318.0,2020-03-14,6.138261464750171,False,False,False,True,False,True,False,-0.28047926656527694,0.014931475194361199
75,Cliente_75,64.0,129953.0,2020-03-15,6.135523613963039,False,True,False,False,True,False,True,0.8153807488353823,1.2614850626367418
76,Cliente_76,77.0,78383.5,2020-03-16,6.132785763175907,True,False,False,False,True,True,False,1.5651797067410964,-0.17873326888806712
77,Cliente_77,24.0,43664.0,2020-03-17,6.1300479123887746,False,False,True,False,False,False,False,-1.4916929677975845,-1.1483695919351318
78,Cliente_78,61.0,87172.0,2020-03-18,6.1273100616016425,False,False,True,False,True,True,False,0.6423502200879098,0.06670945998473139
79,Cliente_79,78.0,105616.0,2020-03-19,6.12457221081451,True,False,False,False,True,False,True,1.6228565496569207,0.5818082471873138
80,Cliente_80,25.0,145879.0,2020-03-20,6.121834360027378,False,False,True,False,False,False,True,-1.4340161248817602,1.7062618618662109
81,Cliente_81,64.0,113264.0,2020-03-21,6.119096509240246,False,False,True,False,True,False,True,0.8153807488353823,0.7953994163765
82,Cliente_82,52.0,135386.0,2020-03-22,6.116358658453114,False,False,False,False,True,False,True,0.12325863384549225,1.413216341690723
83,Cliente_83,31.0,46736.0,2020-03-23,6.113620807665982,False,False,True,True,False,False,False,-1.0879550673868152,-1.062575649499308
84,Cliente_84,34.0,114209.0,2020-03-24,6.11088295687885,False,True,False,True,False,False,True,-0.9149245386393428,0.821791107653145
85,Cliente_85,53.0,76250.0,2020-03-25,6.108145106091718,False,True,False,False,True,True,False,0.1809354767613164,-0.23831705019888416
86,Cliente_86,67.0,78383.5,2020-03-26,6.105407255304586,True,False,False,False,True,True,False,0.9884112775828547,-0.17873326888806712
87,Cliente_87,57.0,132181.0,2020-03-27,6.102669404517454,False,False,True,False,True,False,True,0.4116428484246131,1.3237080130752232
88,Cliente_88,21.0,20854.0,2020-03-28,6.099931553730322,True,False,False,False,False,False,False,-1.664723496545057,-1.7854007856073777
89,Cliente_89,51.0,110084.0,2020-03-29,6.09719370294319,False,True,False,False,True,False,True,0.06558179092966808,0.7065892806519168
90,Cliente_90,51.0,58623.0,2020-03-30,6.094455852156058,False,False,True,False,True,False,False,0.06558179092966808,-0.7305988937263143
91,Cliente_91,23.0,27392.0,2020-03-31,6.091718001368926,False,False,True,False,False,False,False,-1.5493698107134086,-1.6028093807748858
92,Cliente_92,51.0,75680.0,2020-04-01,6.0889801505817935,True,False,False,False,True,True,False,0.06558179092966808,-0.2542358481117811
93,Cliente_93,59.0,76250.0,2020-04-02,6.0862422997946615,False,True,False,False,True,True,False,0.5269965342562615,-0.23831705019888416
94,Cliente_94,21.0,83023.5,2020-04-03,6.083504449007529,False,False,True,False,False,True,False,-1.664723496545057,-0.04914866833395833
95,Cliente_95,71.0,139937.0,2020-04-04,6.080766598220397,True,False,False,False,True,False,True,1.2191186492461514,1.5403153755531689
96,Cliente_96,51.0,107092.0,2020-04-05,6.078028747433265,False,True,False,False,True,False,True,0.06558179092966808,0.623029555467026
97,Cliente_97,35.0,70859.0,2020-04-06,6.075290896646133,True,False,False,True,False,False,False,-0.8572476957235187,-0.38887536519612564
98,Cliente_98,43.0,145657.0,2020-04-07,6.072553045859,False,False,False,True,False,False,True,-0.3958329523969253,1.700061908994872
99,Cliente_99,61.0,124095.0,2020-04-08,6.069815195071868,False,False,True,False,True,False,True,0.6423502200879098,1.0978845044371794
100,Cliente_100,51.0,101734.0,2020-04-09,6.067077344284736,False,False,False,False,True,True,False,0.06558179092966808,0.4733928550857944
101,Cliente_101,27.0,76250.0,2020-04-10,6.064339493497604,False,True,False,False,False,True,False,-1.318662439050112,-0.23831705019888416
102,Cliente_102,79.0,83734.0,2020-04-11,6.061601642710472,False,False,False,False,True,True,False,1.6805333925727448,-0.029306026374110422
103,Cliente_103,53.0,90467.0,2020-04-12,6.05886379192334,False,False,False,False,True,True,False,0.1809354767613164,0.15873128300753062
104,Cliente_104,31.0,72662.0,2020-04-13,6.056125941136208,False,True,False,True,False,True,False,-1.0879550673868152,-0.3385216939032252
105,Cliente_105,48.0,118506.0,2020-04-14,6.053388090349076,True,False,False,True,False,False,True,-0.10744873781780442,0.941796501743879
106,Cliente_106,65.0,129751.0,2020-04-15,6.050650239561944,False,False,False,False,True,False,True,0.8730575917512065,1.255843664078136
107,Cliente_107,32.0,138906.0,2020-04-16,6.047912388774812,True,False,False,True,False,False,True,-1.0302782244709912,1.511521900731771
108,Cliente_108,25.0,32688.0,2020-04-17,6.04517453798768,False,False,False,False,False,False,False,-1.4340161248817602,-1.454904198763127
109,Cliente_109,31.0,45342.0,2020-04-18,6.0424366872005475,True,False,False,True,False,False,False,-1.0879550673868152,-1.101506885096814
110,Cliente_110,40.0,57157.0,2020-04-19,6.039698836413415,False,True,False,True,False,False,False,-0.5688634811443978,-0.7715409248496599
111,Cliente_111,77.0,87863.0,2020-04-20,6.036960985626283,False,False,False,False,True,True,False,1.5651797067410964,0.0860075114896644
112,Cliente_112,74.0,126308.0,2020-04-21,6.034223134839151,False,True,False,False,True,False,True,1.392149177993624,1.159688539141111
113,Cliente_113,79.0,72083.0,2020-04-22,6.031485284052019,False,False,False,False,True,True,False,1.6805333925727448,-0.3546918412568521
114,Cliente_114,57.0,126081.0,2020-04-23,6.028747433264887,False,True,False,False,True,False,True,0.4116428484246131,1.1533489476915888
115,Cliente_115,38.0,85733.0,2020-04-24,6.026009582477755,False,True,False,True,False,True,False,-0.6842171669760461,0.02652147718357567
116,Cliente_116,33.0,109045.0,2020-04-25,6.023271731690623,False,False,False,True,False,False,True,-0.972601381555167,0.6775723841054256
117,Cliente_117,51.0,54698.0,2020-04-26,6.020533880903491,False,False,False,False,True,False,False,0.06558179092966808,-0.8402151776002101
118,Cliente_118,51.0,130078.0,2020-04-27,6.017796030116359,False,False,False,False,True,False,True,0.06558179092966808,1.2649760270913244
119,Cliente_119,64.0,100623.0,2020-04-28,6.015058179329227,False,False,True,False,True,True,False,0.8153807488353823,0.44236516301346357
120,Cliente_120,51.0,42671.0,2020-04-29,6.012320328542095,True,False,False,False,True,False,False,0.06558179092966808,-1.1761018135623365
121,Cliente_121,41.0,45184.0,2020-04-30,6.009582477754963,False,False,True,True,False,False,False,-0.5111866382285736,-1.1059194641674064
122,Cliente_122,51.0,113384.0,2020-05-01,6.006844626967831,False,False,True,False,True,False,True,0.06558179092966808,0.7987507422528994
123,Cliente_123,42.0,62107.0,2020-05-02,6.0041067761806985,False,True,False,True,False,False,False,-0.45350979531274943,-0.633298732448186
124,Cliente_124,77.0,106202.0,2020-05-03,6.0013689253935665,False,False,False,False,True,False,True,1.5651797067410964,0.5981738885503974
125,Cliente_125,77.0,129893.0,2020-05-04,5.9986310746064335,True,False,False,False,True,False,True,1.5651797067410964,1.259809399698542
126,Cliente_126,51.0,71663.0,2020-05-05,5.9958932238193015,False,True,False,False,True,True,False,0.06558179092966808,-0.3664214818242499
127,Cliente_127,51.0,35708.0,2020-05-06,5.993155373032169,False,False,True,False,True,False,False,0.06558179092966808,-1.3705624975404096
128,Cliente_128,58.0,111906.0,2020-05-07,5.990417522245037,False,False,False,False,True,False,True,0.4693196913404373,0.7574735785419139
129,Cliente_129,51.0,69811.0,2020-05-08,5.987679671457905,False,True,False,False,True,False,False,0.06558179092966808,-0.41814361118334675
130,Cliente_130,32.0,22811.0,2020-05-09,5.984941820670773,False,False,False,True,False,False,False,-1.0302782244709912,-1.7307462461064316
131,Cliente_131,62.0,76250.0,2020-05-10,5.982203969883641,False,True,False,False,True,True,False,0.700027063003734,-0.23831705019888416
132,Cliente_132,18.0,132547.0,2020-05-11,5.979466119096509,False,False,False,False,False,False,True,-1.8377540252925295,1.3339295569982415
133,Cliente_133,42.0,92082.0,2020-05-12,5.976728268309377,False,False,True,True,False,True,False,-0.45350979531274943,0.20383454376073876
134,Cliente_134,24.0,144249.0,2020-05-13,5.973990417522245,True,False,False,False,False,False,True,-1.4916929677975845,1.6607396853784528
135,Cliente_135,26.0,54754.0,2020-05-14,5.971252566735113,False,False,True,False,False,False,False,-1.3763392819659361,-0.8386512255245571
136,Cliente_136,41.0,115742.0,2020-05-15,5.968514715947981,True,False,False,True,False,False,True,-0.5111866382285736,0.8646042957241469
137,Cliente_137,51.0,126642.0,2020-05-16,5.965776865160849,False,False,False,False,True,False,True,0.06558179092966808,1.1690163961637559
138,Cliente_138,61.0,31411.0,2020-05-17,5.963039014373717,False,True,False,False,True,False,False,0.6423502200879098,-1.4905678916311436
139,Cliente_139,25.0,22911.0,2020-05-18,5.960301163586585,False,False,True,False,False,False,False,-1.4340161248817602,-1.7279534745427654
140,Cliente_140,51.0,87270.0,2020-05-19,5.9575633127994525,True,False,False,False,True,True,False,0.06558179092966808,0.0694463761171242
141,Cliente_141,28.0,103763.0,2020-05-20,5.95482546201232,False,False,True,False,False,False,True,-1.2609855961342877,0.5300581901125803
142,Cliente_142,68.0,28680.0,2020-05-21,5.952087611225188,True,False,False,False,True,False,False,1.046088120498679,-1.5668384830348658
143,Cliente_143,34.0,104896.0,2020-05-22,5.949349760438056,False,False,True,True,False,False,True,-0.9149245386393428,0.5617002919289177
144,Cliente_144,25.0,78383.5,2020-05-23,5.946611909650924,True,False,False,False,False,True,False,-1.4340161248817602,-0.17873326888806712
145,Cliente_145,51.0,91295.0,2020-05-24,5.943874058863792,True,False,False,False,True,True,False,0.06558179092966808,0.18185543155468625
146,Cliente_146,52.0,108614.0,2020-05-25,5.94113620807666,False,False,False,False,True,False,True,0.12325863384549225,0.6655355386660247
147,Cliente_147,51.0,120689.0,2020-05-26,5.938398357289528,True,False,False,False,True,False,True,0.06558179092966808,1.0027627049787107
148,Cliente_148,76.0,31111.0,2020-05-27,5.935660506502396,False,False,False,False,True,False,False,1.5075028638252723,-1.4989462063221421
149,Cliente_149,22.0,57504.0,2020-05-28,5.932922655715264,True,False,False,False,False,False,False,-1.607046653629233,-0.7618500075237383
150,Cliente_150,59.0,21802.0,2020-05-29,5.930184804928132,False,True,False,False,True,False,False,0.5269965342562615,-1.7589253111838228
151,Cliente_151,56.0,28155.0,2020-05-30,5.927446954141,False,True,False,False,True,False,False,0.35396600550878893,-1.581500533744113
152,Cliente_152,75.0,93656.0,2020-05-31,5.924709103353867,False,True,False,False,True,True,False,1.4498260209094482,0.24779276817284376
153,Cliente_153,58.0,59384.0,2020-06-01,5.921971252566735,True,False,False,False,True,False,False,0.4693196913404373,-0.7093459021268149
154,Cliente_154,45.0,101734.0,2020-06-02,5.919233401779603,False,False,False,True,False,True,False,-0.28047926656527694,0.4733928550857944
155,Cliente_155,24.0,67254.0,2020-06-03,5.916495550992471,False,False,False,False,False,False,False,-1.4916929677975845,-0.4895547800662899
156,Cliente_156,26.0,41918.0,2020-06-04,5.9137577002053385,True,False,False,False,False,False,False,-1.3763392819659361,-1.1971313834367425
157,Cliente_157,25.0,105981.0,2020-06-05,5.9110198494182065,False,True,False,False,False,False,True,-1.4340161248817602,0.5920018633946952
158,Cliente_158,51.0,80713.0,2020-06-06,5.908281998631074,False,True,False,False,True,True,False,0.06558179092966808,-0.11367565531246444
159,Cliente_159,51.0,50306.0,2020-06-07,5.905544147843942,False,False,False,False,True,False,False,0.06558179092966808,-0.962873704676427
160,Cliente_160,50.0,36646.0,2020-06-08,5.90280629705681,False,True,False,True,False,False,False,0.007904948013843914,-1.3443663002732213
161,Cliente_161,65.0,66843.0,2020-06-09,5.900068446269678,False,False,True,False,True,False,False,0.8730575917512065,-0.5010330711929577
162,Cliente_162,72.0,140975.0,2020-06-10,5.897330595482546,False,False,False,False,True,False,True,1.2767954921619757,1.5693043443840233
163,Cliente_163,40.0,116601.0,2020-06-11,5.894592744695414,False,True,False,True,False,False,True,-0.5688634811443978,0.888594203456039
164,Cliente_164,79.0,110735.0,2020-06-12,5.891854893908282,False,False,False,False,True,False,True,1.6805333925727448,0.7247702235313834
165,Cliente_165,41.0,127512.0,2020-06-13,5.88911704312115,False,False,True,True,False,False,True,-0.5111866382285736,1.1933135087676514
166,Cliente_166,54.0,36371.0,2020-06-14,5.886379192334018,False,False,False,False,True,False,False,0.23861231967714058,-1.3520464220733033
167,Cliente_167,52.0,97371.0,2020-06-15,5.883641341546886,False,False,False,False,True,True,False,0.12325863384549225,0.3515442317630408
168,Cliente_168,61.0,131472.0,2020-06-16,5.880903490759754,False,False,False,False,True,False,True,0.6423502200879098,1.3039072626888304
169,Cliente_169,57.0,22049.0,2020-06-17,5.878165639972622,False,False,False,False,True,False,False,0.4116428484246131,-1.7520271654215673
170,Cliente_170,39.0,51616.0,2020-06-18,5.87542778918549,False,False,True,True,False,False,False,-0.626540324060222,-0.9262883971924005
171,Cliente_171,44.0,123727.0,2020-06-19,5.8726899383983575,True,False,False,True,False,False,True,-0.3381561094811011,1.087607105082888
172,Cliente_172,52.0,132893.0,2020-06-20,5.8699520876112254,False,False,False,False,True,False,True,0.12325863384549225,1.3435925466085261
173,Cliente_173,18.0,146603.0,2020-06-21,5.867214236824093,False,False,False,False,False,False,True,-1.8377540252925295,1.7264815279871537
174,Cliente_174,52.0,40932.0,2020-06-22,5.864476386036961,False,True,False,False,True,False,False,0.12325863384549225,-1.2246681110544906
175,Cliente_175,54.0,137796.0,2020-06-23,5.861738535249829,False,False,False,False,True,False,True,0.23861231967714058,1.480522136375077
176,Cliente_176,64.0,76250.0,2020-06-24,5.859000684462697,False,True,False,False,True,True,False,0.8153807488353823,-0.23831705019888416
177,Cliente_177,31.0,81434.0,2020-06-25,5.856262833675565,True,False,False,True,False,True,False,-1.0879550673868152,-0.09353977233843158
178,Cliente_178,20.0,92694.0,2020-06-26,5.853524982888432,False,False,True,False,False,True,False,-1.7224003394608811,0.22092630573037553
179,Cliente_179,18.0,83023.5,2020-06-27,5.8507871321013,False,False,True,False,False,True,False,-1.8377540252925295,-0.04914866833395833
180,Cliente_180,22.0,27400.0,2020-06-28,5.848049281314168,True,False,False,False,False,False,False,-1.607046653629233,-1.6025859590497924
181,Cliente_181,43.0,137858.0,2020-06-29,5.845311430527036,False,False,True,True,False,False,True,-0.3958329523969253,1.48225365474455
182,Cliente_182,72.0,62642.0,2020-06-30,5.842573579739904,True,False,False,False,True,False,False,1.2767954921619757,-0.6183574045825722
183,Cliente_183,51.0,35151.0,2020-07-01,5.839835728952772,True,False,False,False,True,False,False,0.06558179092966808,-1.38611823515003
184,Cliente_184,56.0,71407.0,2020-07-02,5.83709787816564,True,False,False,False,True,False,False,0.35396600550878893,-0.3735709770272352
185,Cliente_185,44.0,83023.5,2020-07-03,5.834360027378508,False,False,True,True,False,True,False,-0.3381561094811011,-0.04914866833395833
186,Cliente_186,26.0,24499.0,2020-07-04,5.831622176591376,False,True,False,False,False,False,False,-1.3763392819659361,-1.683604262111747
187,Cliente_187,32.0,26295.0,2020-07-05,5.8288843258042435,True,False,False,True,False,False,False,-1.0302782244709912,-1.6334460848283032
188,Cliente_188,32.0,140885.0,2020-07-06,5.8261464750171115,False,False,False,True,False,False,True,-1.0302782244709912,1.566790849976724
189,Cliente_189,51.0,146071.0,2020-07-07,5.823408624229979,False,False,True,False,True,False,True,0.06558179092966808,1.7116239832684499
190,Cliente_190,59.0,78383.5,2020-07-08,5.820670773442847,True,False,False,False,True,True,False,0.5269965342562615,-0.17873326888806712
191,Cliente_191,77.0,78383.5,2020-07-09,5.817932922655715,True,False,False,False,True,True,False,1.5651797067410964,-0.17873326888806712
192,Cliente_192,30.0,101734.0,2020-07-10,5.815195071868583,False,False,False,False,False,True,False,-1.1456319103026396,0.4733928550857944
193,Cliente_193,68.0,32874.0,2020-07-11,5.812457221081451,False,True,False,False,True,False,False,1.046088120498679,-1.4497096436547081
194,Cliente_194,49.0,136336.0,2020-07-12,5.809719370294319,False,True,False,True,False,False,True,-0.04977189490198026,1.4397476715455513
195,Cliente_195,56.0,76250.0,2020-07-13,5.806981519507187,False,True,False,False,True,True,False,0.35396600550878893,-0.23831705019888416
196,Cliente_196,66.0,25539.0,2020-07-14,5.804243668720055,True,False,False,False,True,False,False,0.9307344346670307,-1.6545594378496193
197,Cliente_197,69.0,78383.5,2020-07-15,5.801505817932923,True,False,False,False,True,True,False,1.103764963414503,-0.17873326888806712
198,Cliente_198,78.0,73351.0,2020-07-16,5.798767967145791,True,False,False,False,True,True,False,1.6228565496569207,-0.3192794978295655
199,Cliente_199,49.0,81267.0,2020-07-17,5.796030116358659,False,False,True,True,False,True,False,-0.04977189490198026,-0.09820370084975404
200,Cliente_200,21.0,143133.0,2020-07-18,5.793292265571527,False,False,False,False,False,False,True,-1.664723496545057,1.6295723547279386
